id,base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
2148,Saber's Howl I,light-bowgun,Create,Great Jagras Shard,4,Great Jagras Hardclaw,2,Great Jagras Mane+,3,Fey Wyvern Gem,1
2149,Saber's Howl I,light-bowgun,Upgrade,Great Jagras Shard,2,Great Jagras Hardclaw,1,Great Jagras Mane+,2,Jagras Shard,2
2150,Saber's Howl II,light-bowgun,Upgrade,Monster Slogbone,3,Great Jagras Hardclaw,3,Great Jagras Thickhide,3,Tough Claw,3
2151,Rex Fusillade I,light-bowgun,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
2152,Rex Fusillade II,light-bowgun,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
2153,Accursed Fire,light-bowgun,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
2154,Flame Blitz I,light-bowgun,Upgrade,Rathalos Scale,1,Rathalos Webbing,2,Flame Sac,2,Rathalos Marrow,1
2155,Flame Blitz II,light-bowgun,Upgrade,Rathalos Scale,6,Rathalos Tail,2,Rathalos Plate,1,Inferno Sac,3
2156,Rathbuster I,light-bowgun,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
2157,Rathbuster II,light-bowgun,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1
2158,Rathbuster III,light-bowgun,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
2159,Azure Soulscorcher,light-bowgun,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
2160,Argent Ray,light-bowgun,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,6,Silver Rathalos Lash,1,Rath Gleam,2
2161,Thunder Blitz I,light-bowgun,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1,Tobi-Kadachi Claw,2,Electro Sac,1
2162,Thunder Blitz II,light-bowgun,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Coral Crystal,3
2163,Lightning Blitz I,light-bowgun,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Vespoid Innerwing,3
2164,Lightning Blitz II,light-bowgun,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4,Thunder Sac,3
2165,Lightning Blitz III,light-bowgun,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
2166,Lightning Blitz IV,light-bowgun,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
2167,Usurper's Crime,light-bowgun,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
2168,Usurper's Crime+,light-bowgun,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
2169,Despot's Wildfire,light-bowgun,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
2170,Snow Blitz I,light-bowgun,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,Coral Crystal,3
2171,Snow Blitz II,light-bowgun,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale+,5
2172,Frost Blitz I,light-bowgun,Upgrade,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,3
2173,Frost Blitz II,light-bowgun,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
2174,Frost Blitz III,light-bowgun,Create,Beotodus Grandfin,2,Beotodus Hardhorn,2,Beotodus Shard,6,Large Wyvern Gem,1
2175,Frost Blitz III,light-bowgun,Upgrade,Gracium,2,Eltalite Ore,4,Cryo Sac,1,Wulg Thickfur,3
2176,Blizzard Cannon,light-bowgun,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
2177,Blizzard Cannon+,light-bowgun,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
2178,Blizzard Volley,light-bowgun,Upgrade,Velkhana Hardclaw,2,Barioth Hardclaw,4,Amber Hardfang,2,Large Elder Dragon Bone,5
2179,Blizzard Gust,light-bowgun,Create,Frostfang Ticket,3,Silverwhite Frostfang,3,Bergcrusher Claw,2,Large Wyvern Gem,1
2180,Blizzard Gust,light-bowgun,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3,Bergcrusher Claw,1,Gracium,5
2181,Laguna Blitz I,light-bowgun,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
2182,Laguna Blitz II,light-bowgun,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
2183,Hunter's Rifle I,light-bowgun,Create,Monster Bone S,1,,,,,,
2184,Hunter's Rifle II,light-bowgun,Upgrade,Monster Bone S,2,,,,,,
2185,Hunter's Rifle III,light-bowgun,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
2186,Power Rifle I,light-bowgun,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
2187,Power Rifle II,light-bowgun,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
2188,Power Rifle III,light-bowgun,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
2189,Sniper Shot I,light-bowgun,Create,Monster Hardbone,4,Monster Keenbone,10,Brutal Bone,4,Dragonbone Relic,1
2190,Sniper Shot I,light-bowgun,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
2191,Sniper Shot II,light-bowgun,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
2192,Breakshot I,light-bowgun,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
2193,Breakshot I,light-bowgun,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
2194,Breakshot II,light-bowgun,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
2195,Breakshot III,light-bowgun,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
2196,Icehawk,light-bowgun,Upgrade,Crystal Shard,5,Velkhana Hardclaw,3,Velkhana Lash,1,Purecrystal,1
2197,Graceful Almaria,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
2198,Hazak Ereipia,light-bowgun,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
2199,Gulgoleth's Wail,light-bowgun,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
2200,Gulgoleth's Despair,light-bowgun,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
2201,Gulgoleth's Ruin,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,3,Vaal Hazak Hardclaw,6,Vaal Hazak Flail,1,Large Elder Dragon Gem,1
2202,Blazing Rifle I,light-bowgun,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
2203,Blazing Rifle II,light-bowgun,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
2204,Anja Buster I,light-bowgun,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
2205,Anja Buster II,light-bowgun,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
2206,Anja Buster III,light-bowgun,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
2207,Anja Buster IV,light-bowgun,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
2208,Anja Buster IV,light-bowgun,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
2209,Fulgurshot I,light-bowgun,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
2210,Fulgurshot II,light-bowgun,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
2211,Madness Rifle I,light-bowgun,Upgrade,Jyuratodus Fin,1,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
2212,Madness Rifle II,light-bowgun,Upgrade,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3,Gajau Skin,3
2213,Madness Rifle III,light-bowgun,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Jyuratodus Shell,3,Gajau Whisker,3
2214,Jyura Bullet I,light-bowgun,Create,Jyuratodus Fang+,3,Jyuratodus Fin+,3,Torrent Sac,2,Wyvern Gem,1
2215,Jyura Bullet I,light-bowgun,Upgrade,Jyuratodus Fin+,2,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
2216,Jyura Bullet II,light-bowgun,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
2217,Jyura Bullet III,light-bowgun,Upgrade,Elder Dragon Bone,2,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
2218,Jyura Bullet IV,light-bowgun,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
2219,Beo Shooter I,light-bowgun,Upgrade,Beotodus Grandfin,1,Beotodus Hardhorn,1,Beotodus Shard,3,Frozen Bone,1
2220,Beo Shooter II,light-bowgun,Upgrade,Rimed Hide,2,Beotodus Grandfin,2,Cryo Sac,2,Large Wyvern Gem,1
2221,Hidden Bullet I,light-bowgun,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
2222,Hidden Bullet II,light-bowgun,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
2223,Lava Bullet I,light-bowgun,Upgrade,Lavasioth Fin+,2,Lavasioth Fang+,2,Lavasioth Scale+,4,,
2224,Lava Bullet II,light-bowgun,Upgrade,Teostra Mane,2,Lavasioth Fin+,3,Lavasioth Fang+,3,Wyvern Gem,1
2225,Fireshatter I,light-bowgun,Upgrade,Lavasioth Grandfin,1,Lavasioth Hardfang,2,Lavasioth Shard,3,Barnos Hardclaw,2
2226,Fireshatter II,light-bowgun,Upgrade,Azure Rathalos Cortex,2,Lavasioth Grandfin,2,Lavasioth Hardfang,2,Monster Solidbone,3
2227,Mammoth Bowgun I,light-bowgun,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
2228,Mammoth Bowgun II,light-bowgun,Upgrade,Monster Solidbone,4,Banbaro Great Horn,4,Banbaro Lash,1,Dragonbone Artifact,1
2229,Carapace Rifle I,light-bowgun,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
2230,Carapace Rifle II,light-bowgun,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
2231,Carapace Rifle III,light-bowgun,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
2232,Barroth Shot I,light-bowgun,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
2233,Barroth Shot II,light-bowgun,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
2234,Barroth Shot III,light-bowgun,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
2235,Barroth Bazooka I,light-bowgun,Create,Barroth Hardclaw,2,Barroth Crown,2,Barroth Chine,4,Large Wyvern Gem,1
2236,Barroth Bazooka I,light-bowgun,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
2237,Barroth Bazooka II,light-bowgun,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
2238,Brachydios Shot I,light-bowgun,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
2239,Brachydios Shot II,light-bowgun,Upgrade,Azure Rathalos Fellwing,3,Brachydios Pounder+,4,Brachydios Lash,1,Glowing Slime,5
2240,Garon Rifle I,light-bowgun,Upgrade,Odogaron Claw,2,Odogaron Scale,4,Odogaron Fang,2,,
2241,Garon Rifle II,light-bowgun,Upgrade,Quality Bone,5,Odogaron Claw,2,Odogaron Tail,2,Odogaron Plate,1
2242,Fate's Ember,light-bowgun,Upgrade,Odogaron Claw+,4,Odogaron Scale+,8,Odogaron Fang+,3,Dragonbone Relic,1
2243,Karma,light-bowgun,Upgrade,Teostra Claw+,2,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1
2244,Karma+,light-bowgun,Upgrade,Odogaron Hardclaw,2,Odogaron Shard,3,Odogaron Hardfang,2,Monster Slogbone,3
2245,Nether Salvo,light-bowgun,Upgrade,Ebony Odogaron Hardclaw,3,Ebony Odogaron Shard,5,Ebony Odogaron Hardfang,2,Dragonbone Artifact,1
2246,Ghost,light-bowgun,Upgrade,Namielle Hardclaw,2,Ebony Odogaron Hardclaw,4,Hard Ebony Odogaron Sinew,5,Ebony Odogaron Mantle,1
2247,Dragonbone Bowgun I,light-bowgun,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
2248,Dragonbone Bowgun II,light-bowgun,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
2249,Dragonbone Bowgun III,light-bowgun,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
2250,Dragonseal Bowgun I,light-bowgun,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
2251,Dragonseal Bowgun II,light-bowgun,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
2252,Fading Blossom,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
2253,Onigashima,light-bowgun,Upgrade,High Commendation,1,Bazelgeuse Talon,3,Bazelgeuse Fuse,4,Firecell Stone,1
2254,Dai-Onigashima,light-bowgun,Upgrade,Xeno'jiiva Claw,4,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
2255,God's Isle,light-bowgun,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
2256,Mythical Horn,light-bowgun,Upgrade,Kirin Thunderhorn,3,Kirin Hide,3,Kirin Tail,1,Lightcrystal,1
2257,Mythical Horn+,light-bowgun,Upgrade,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4,Dragonvein Crystal,5
2258,Mythical Three-Horn,light-bowgun,Upgrade,Xeno'jiiva Shell,4,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2
2259,Mythical Three-Evils,light-bowgun,Upgrade,Kirin Azure Horn+,3,Kirin Finehide,4,Kirin Silvermane,3,Purecrystal,1
2260,Hydra Actinula,light-bowgun,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
2261,Black Actinula,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,2,Namielle Whisker,4,Namielle Lash,2,Large Elder Dragon Gem,1
2262,Blacksteel Crossbow I,light-bowgun,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
2263,Blacksteel Crossbow II,light-bowgun,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
2264,Icesteel Wasp,light-bowgun,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
2265,Daora's Hornet,light-bowgun,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
2266,Daora's Yellowjacket,light-bowgun,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
2267,Xeno Neqiina,light-bowgun,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
2268,Cross Bowgun,light-bowgun,Create,Hunter King Coin,5,Rathalos Coin,4,Gama Coin,4,Novacrystal,1
2269,Great Bowgun,light-bowgun,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
2270,Neo Cross Bowgun,light-bowgun,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
2271,Devil's Grin,light-bowgun,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
2272,Devil's Madness,light-bowgun,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
2273,Diregun "Dementia",light-bowgun,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
2274,Empress Shell,light-bowgun,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
2275,Empress Shell "Blaze",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
2276,Soulfire Rasp "Blaze",light-bowgun,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
2277,Empress Shell "Ruin",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
2278,Soulfire Rasp "Ruin",light-bowgun,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
2279,Empress Shell "Styx",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
2280,Soulfire Rasp "Styx",light-bowgun,Upgrade,Lunastra Shard,5,Lunastra Lash,1,Elder Spiritvein Bone,6,Large Elder Dragon Gem,1
2281,Rajang Barrage,light-bowgun,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
2282,Ten Thousand Volts,light-bowgun,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
2283,Demonlord Cannon,light-bowgun,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
2284,Brimstren Drakekiss,light-bowgun,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
2285,Brimstren Drakevow,light-bowgun,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
2286,Lightbreak Gun,light-bowgun,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
2287,Alatreon Razer,light-bowgun,Create,Alatreon Mantle,3,Skyswayer,1,Alatreon Riptalon,3,Large Elder Dragon Gem,1
2288,Alatreon Dominator,light-bowgun,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
2289,Guild Palace Bowgun,light-bowgun,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
2290,Royal Surefire Shot,light-bowgun,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
2291,Defender Heavy Bowgun I,heavy-bowgun,Create,Iron Ore,1,,,,,,
2292,Defender Heavy Bowgun II,heavy-bowgun,Upgrade,Anjanath Scale,1,,,,,,
2293,Defender Heavy Bowgun III,heavy-bowgun,Upgrade,Commendation,1,,,,,,
2294,Defender Heavy Bowgun IV,heavy-bowgun,Upgrade,Pink Rathian Scale+,1,,,,,,
2295,Defender Heavy Bowgun V,heavy-bowgun,Upgrade,Immortal Dragonscale,1,,,,,,
2296,Iron Assault I,heavy-bowgun,Create,Iron Ore,1,,,,,,
2297,Iron Assault II,heavy-bowgun,Upgrade,Iron Ore,2,,,,,,
2298,Iron Assault III,heavy-bowgun,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
2299,Steel Assault I,heavy-bowgun,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
2300,Steel Assault II,heavy-bowgun,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
2301,Steel Assault III,heavy-bowgun,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
2302,Chrome Assault I,heavy-bowgun,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
2303,Chrome Assault II,heavy-bowgun,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
2304,Fatal Assault I,heavy-bowgun,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
2305,Fatal Assault I,heavy-bowgun,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
2306,Fatal Assault II,heavy-bowgun,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
2307,Fatal Assault III,heavy-bowgun,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
2308,Icicle Assault I,heavy-bowgun,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
2309,Icicle Assault II,heavy-bowgun,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
2310,Final Guerilla,heavy-bowgun,Create,Frostfang Ticket,3,Silverwhite Frostfang,3,Bergcrusher Claw,2,Large Wyvern Gem,1
2311,Final Guerilla,heavy-bowgun,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3,Bergcrusher Claw,1,Gracium,5
2312,Nergal Roar,heavy-bowgun,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
2313,Destruction's Fusillade,heavy-bowgun,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
2314,Ruinous Destruction,heavy-bowgun,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
2315,Aqua Assault I,heavy-bowgun,Upgrade,Earth Crystal,3,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
2316,Aqua Assault II,heavy-bowgun,Upgrade,Dragonite Ore,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
2317,Aqua Assault III,heavy-bowgun,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Crystal,3,Gajau Whisker,3
2318,Water Cannon I,heavy-bowgun,Create,Jyuratodus Shard,3,Flood Sac,2,Jyuratodus Scale+,3,Novacrystal,1
2319,Water Cannon I,heavy-bowgun,Upgrade,Carbalite Ore,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
2320,Water Cannon II,heavy-bowgun,Upgrade,Fucium Ore,5,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
2321,Water Cannon III,heavy-bowgun,Upgrade,Elder Dragon Blood,3,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
2322,Water Cannon IV,heavy-bowgun,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
2323,Nightmare Cannon I,heavy-bowgun,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
2324,Nightmare Cannon II,heavy-bowgun,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
2325,Hidden Gambit,heavy-bowgun,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
2326,Hidden Gambit+,heavy-bowgun,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
2327,Baleful Night,heavy-bowgun,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4,Nargacuga Hardfang,4,Purecrystal,1
2328,Luminous Assault I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
2329,Luminous Assault II,heavy-bowgun,Upgrade,Legiana Tail Webbing,2,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2,Sharp Claw,3
2330,Arma Destroyer I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5,Lightcrystal,1
2331,Arma Destroyer II,heavy-bowgun,Upgrade,Legiana Wing,2,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2,Piercing Claw,5
2332,Arma Destroyer III,heavy-bowgun,Upgrade,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3,Bird Wyvern Gem,1
2333,Deadeye Destroyer I,heavy-bowgun,Create,Tzitzi-Ya-Ku Hardclaw,3,Tzitzi-Ya-Ku Photomembrane,2,Tzitzi-Ya-Ku Shard,4,Fey Wyvern Gem,1
2334,Deadeye Destroyer I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Hardclaw,1,Tzitzi-Ya-Ku Photomembrane,1,Tzitzi-Ya-Ku Shard,2,Tough Claw,2
2335,Deadeye Destroyer II,heavy-bowgun,Upgrade,Legiana Hardclaw,2,Tzitzi-Ya-Ku Hardclaw,2,Tzitzi-Ya-Ku Photomembrane,1,Purecrystal,1
2336,Mightning,heavy-bowgun,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
